1,1,0,0,43.2214432,43.2215462,-0.0518088,-0.0523210,577.9,555.6,54,-1160,12,8480,-22,4814,0.0,95702.1,40.3,43.2,5146
1,1,0,0,43.2214432,43.2215462,-0.0518088,-0.0523210,577.9,555.6,54,-1160,12,8480,-22,4814,0.0,95702.1,40.3,43.2,5146
1,1,0,0,43.2214775,43.2215462,-0.0518591,-0.0523210,567.5,555.6,-1690,-1160,-9280,8480,-3351,4814,0.0,95761.0,39.6,43.2,5153
1,1,0,0,43.2214775,43.2215424,-0.0518591,-0.0523147,567.5,553.8,-1690,-1907,-9280,7727,-3351,-4697,0.0,95761.0,39.6,41.0,5153
1,1,0,0,43.2214775,43.2215424,-0.0518591,-0.0523147,567.5,553.8,-1690,-1907,-9280,7727,-3351,-4697,0.0,95761.0,39.6,41.0,5153
1,1,0,0,43.2214775,43.2215424,-0.0518591,-0.0523147,567.5,553.8,-1690,-1907,-9280,7727,-3351,-4697,0.0,95761.0,39.6,41.0,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2215271,-0.0518591,-0.0523104,567.5,552.2,-1690,2719,-9280,-747,-3351,1006,0.0,95761.0,39.6,37.2,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214813,-0.0518591,-0.0522856,567.5,547.7,-1690,-583,-9280,6382,-3351,-1515,0.0,95761.0,39.6,35.9,5153
1,1,0,0,43.2214775,43.2214851,-0.0518591,-0.0522107,567.5,542.4,-1690,-825,-9280,4743,-3351,-600,0.0,95761.0,39.6,30.0,5153
1,1,0,0,43.2214775,43.2214851,-0.0518591,-0.0522107,567.5,542.4,-1690,-825,-9280,4743,-3351,-600,0.0,95761.0,39.6,30.0,5153
1,1,0,0,43.2214775,43.2214851,-0.0518591,-0.0522107,567.5,542.4,-1690,-825,-9280,4743,-3351,-600,0.0,95761.0,39.6,30.0,5153
1,1,0,0,43.2214775,43.2214851,-0.0518591,-0.0522107,567.5,542.4,-1690,-825,-9280,4743,-3351,-600,0.0,95761.0,39.6,30.0,5153
1,1,0,0,43.2214775,43.2214851,-0.0518591,-0.0522107,567.5,542.4,-1690,-825,-9280,4743,-3351,-600,0.0,95761.0,39.6,30.0,5153
