0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,0,0,0,43.2219086,43.2219086,-0.0521136,-0.0521588,432.2,432.5,-7,21,-39,-32,12,8,0.0,97122.0,38.4,3.2,3713
1,0,0,0,43.2219048,43.2219086,-0.0521268,-0.0521588,431.3,432.5,-6,21,-39,-32,10,7,0.0,97122.2,38.0,2.9,3728
1,0,0,0,43.2219009,43.2219086,-0.0521298,-0.0521588,431.8,432.5,-7,20,-39,-32,12,8,0.0,97122.6,38.2,2.6,3738
1,0,0,0,43.2219048,43.2219086,-0.0521338,-0.0521587,430.9,432.3,-10,21,-39,-32,11,10,0.0,97122.6,38.6,2.2,3748
1,0,0,0,43.2219009,43.2219086,-0.0521378,-0.0521586,431.2,432.4,-11,24,-40,-31,16,11,0.0,97122.6,38.2,2.0,3755
1,0,0,0,43.2219009,43.2219086,-0.0521409,-0.0521587,431.7,432.3,-9,20,-39,-32,9,7,0.0,97122.9,38.6,1.9,3768
1,0,0,0,43.2219009,43.2219086,-0.0521385,-0.0521586,431.6,432.3,-3,24,-39,-30,9,14,0.0,97122.9,38.2,1.9,3778
1,0,0,0,43.2218971,43.2219086,-0.0521409,-0.0521585,432.4,432.3,-10,19,-40,-33,15,4,0.0,97122.8,38.6,1.9,3788
1,0,0,0,43.2218933,43.2219086,-0.0521455,-0.0521579,433.3,432.3,-12,16,-41,-33,20,0,0.0,97122.8,38.0,1.8,3798
1,0,0,0,43.2218933,43.2219086,-0.0521446,-0.0521578,434.0,432.2,-7,21,-38,-32,13,6,0.0,97122.4,38.2,1.9,3808
1,0,0,0,43.2218895,43.2219086,-0.0521404,-0.0521577,436.0,432.1,-10,19,-40,-33,15,3,0.0,97122.8,38.6,2.9,3818
1,0,0,0,43.2218895,43.2219086,-0.0521348,-0.0521577,436.4,432.0,-8,24,-39,-31,13,6,0.0,97123.1,38.6,2.9,3828
1,0,0,0,43.2218819,43.2219086,-0.0521371,-0.0521572,437.2,432.1,-231,339,-323,-391,-56,92,0.0,97121.4,38.6,3.3,3837
1,0,0,0,43.2218819,43.2219086,-0.0521376,-0.0521579,438.4,432.2,-270,13,436,149,73,-116,0.0,97120.1,38.3,3.5,3847
1,0,0,0,43.2218742,43.2219086,-0.0521376,-0.0521563,438.6,432.3,-105,45,-7,-80,49,45,0.0,97120.2,38.3,3.8,3857
1,0,0,0,43.2218742,43.2219048,-0.0521351,-0.0521559,438.9,432.4,41,-75,68,70,47,-52,0.0,97119.5,38.6,3.8,3868
1,0,0,0,43.2218781,43.2219048,-0.0521340,-0.0521560,438.8,432.6,-95,77,-371,396,-107,-133,0.0,97119.5,38.2,3.6,3878
1,0,0,0,43.2218781,43.2219048,-0.0521307,-0.0521550,438.8,432.9,-1,139,109,-146,49,105,0.0,97120.4,38.6,3.7,3888
1,0,0,0,43.2218819,43.2219048,-0.0521300,-0.0521567,438.7,433.0,-95,148,244,-180,8,84,0.0,97119.9,38.6,3.5,3897
1,0,0,0,43.2218819,43.2219009,-0.0521317,-0.0521550,438.2,433.1,-33,42,105,-189,-4,-3,0.0,97118.5,39.2,3.1,3908
1,0,0,0,43.2218819,43.2219048,-0.0521328,-0.0521549,438.2,433.1,49,-19,-25,-51,-62,-91,0.0,97120.2,38.6,3.3,3918
1,0,0,0,43.2218781,43.2219048,-0.0521331,-0.0521552,438.0,433.2,-35,45,-5,-56,38,46,0.0,97120.3,38.9,3.6,3928
1,0,0,0,43.2218819,43.2219009,-0.0521292,-0.0521553,437.8,433.3,49,8,-18,-42,44,20,0.0,97120.8,38.3,3.2,3938
1,0,0,0,43.2218819,43.2219009,-0.0521299,-0.0521553,437.5,433.3,-5,-11,-20,-28,16,-11,0.0,97120.3,38.6,3.2,3948
1,0,0,0,43.2218819,43.2219009,-0.0521312,-0.0521550,437.2,433.4,-12,25,-90,10,-5,-8,0.0,97120.2,38.9,3.1,3957
1,0,0,0,43.2218819,43.2218971,-0.0521300,-0.0521547,436.9,433.4,-14,-4,-139,76,-32,-44,0.0,97120.7,38.6,2.8,3968
1,0,0,0,43.2218819,43.2218971,-0.0521299,-0.0521544,436.4,433.4,-66,90,-20,-38,63,-26,0.0,97119.8,38.6,2.8,3978
1,0,0,0,43.2218857,43.2218971,-0.0521320,-0.0521547,435.9,433.3,120,-124,-100,8,-65,-39,0.0,97119.9,38.6,2.8,3988
1,0,0,0,43.2218819,43.2218971,-0.0521316,-0.0521546,435.9,433.2,-252,-162,-311,749,-172,-311,0.0,97119.2,38.7,2.8,3997
1,0,0,0,43.2218704,43.2218895,-0.0521363,-0.0521589,435.5,433.1,67,-26,84,-287,40,289,0.0,97119.0,39.2,2.8,4008
1,0,0,0,43.2218552,43.2218704,-0.0521501,-0.0521651,435.2,433.3,136,39,-1056,-11,-18,-193,0.0,97119.8,38.9,2.0,4019
1,0,0,0,43.2218513,43.2218590,-0.0521622,-0.0521770,434.3,433.2,569,-808,600,-11,-287,-570,0.0,97119.5,38.9,1.9,4028
1,0,0,0,43.2218475,43.2218475,-0.0521744,-0.0521857,434.0,433.2,559,-660,1465,-671,1107,742,0.0,97120.6,38.6,1.1,4038
1,0,0,0,43.2218323,43.2218323,-0.0521837,-0.0521926,434.8,433.1,368,-582,-799,1057,144,-13,0.0,97121.0,38.9,1.0,4048
1,0,0,0,43.2218094,43.2218132,-0.0521897,-0.0521959,435.2,433.1,294,237,190,-217,-324,-22,0.0,97121.2,38.9,1.0,4058
1,0,0,0,43.2217941,43.2217903,-0.0521920,-0.0522012,435.6,433.2,-177,-259,-5,1140,419,-852,0.0,97119.1,39.5,0.8,4064
1,0,0,0,43.2217674,43.2217712,-0.0522078,-0.0522101,436.0,433.2,-207,68,-787,954,-478,73,0.0,97120.2,39.1,0.7,4078
1,0,0,0,43.2217407,43.2217522,-0.0522142,-0.0522181,436.4,433.1,-124,167,-750,-566,1100,-258,0.0,97119.8,38.9,0.9,4088
1,0,0,0,43.2217255,43.2217331,-0.0522256,-0.0522277,437.1,433.0,-293,213,260,-329,-256,668,0.0,97120.1,38.9,1.7,4095
1,0,0,0,43.2217026,43.2217140,-0.0522353,-0.0522376,437.5,433.0,17,-375,-243,892,-371,382,0.0,97120.8,38.7,1.0,4106
1,0,0,0,43.2216759,43.2216911,-0.0522430,-0.0522495,438.8,432.9,360,-368,-244,-279,463,-18,0.0,97120.7,38.7,2.5,4117
1,0,0,0,43.2216568,43.2216911,-0.0522582,-0.0522524,439.2,432.8,183,-43,219,198,558,-301,0.0,97120.3,38.9,1.8,4128
1,0,0,0,43.2216339,43.2216568,-0.0522693,-0.0522679,439.2,432.9,-191,-354,-548,-396,-474,207,0.0,97120.1,39.1,0.8,4138
1,0,0,0,43.2216187,43.2216301,-0.0522749,-0.0522826,438.6,432.9,703,-87,413,-1079,-640,-302,0.0,97119.1,38.9,0.9,4148
1,0,0,0,43.2216110,43.2216301,-0.0522758,-0.0522826,439.2,432.9,143,-87,482,-1079,-407,-302,0.0,97120.0,38.9,0.9,4154
1,0,0,0,43.2216072,43.2216034,-0.0522806,-0.0523045,439.2,432.9,-112,88,655,-940,0,-543,0.0,97119.4,38.7,1.9,4160
1,0,0,0,43.2216110,43.2216034,-0.0522879,-0.0523048,438.0,432.8,124,217,-339,-324,-411,21,0.0,97119.6,39.2,1.4,4175
1,0,0,0,43.2216110,43.2216034,-0.0522848,-0.0523045,437.6,432.7,-317,280,-83,131,173,71,0.0,97119.7,39.0,1.7,4180
