flag_calib,flag_drop,flag_separation,flag_fin,top_lat,bottom_lat,top_lon,bottom_lon,top_hMSL,bottom_hMSL,top_altbaro,bottom_altbaro,top_gyrx,bottom_gyrx,top_gyry,bottom_gyry,top_gyrz,bottom_gyrz,sat_hRSSI,top_pression,top_temperature,distance_modules,bottom_pression,top_vspeed,bottom_vspeed,timeindex
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2702
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2703
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2704
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2705
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2706
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2707
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2708
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2709
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2710
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2711
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2712
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2713
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2714
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2715
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2716
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2717
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2718
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2719
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2720
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2721
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2722
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2723
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2724
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2725
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2726
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2727
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2728
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2729
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2730
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2731
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2732
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2733
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2734
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2735
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2736
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2737
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2738
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2739
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2740
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2741
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2742
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2743
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2744
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2745
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2746
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2747
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2748
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2749
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2750
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2751
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2752
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2753
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2754
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2755
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2756
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2757
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2758
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2759
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2760
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2761
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2762
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2763
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2764
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2765
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2766
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2767
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2768
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2769
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2770
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2771
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2772
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2773
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2774
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2775
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2776
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2777
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2778
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2779
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2780
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2781
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2782
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2783
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2784
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2785
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2786
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2787
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2788
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2789
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2790
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2791
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2792
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2793
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2794
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2795
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2796
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2797
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2798
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2799
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2800
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2801
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2802
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2803
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2804
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2805
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2806
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2807
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2808
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2809
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2810
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2811
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2812
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2813
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2814
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2815
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2816
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2817
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2818
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2819
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2820
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2821
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2822
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,2823
